@attribute mfcc_sma[12]_percentile1.0 numeric
@attribute mfcc_sma[14]_quartile1 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute lspFreq_sma[7]_quartile1 numeric
@attribute F0finEnv_sma_percentile99.0 numeric
@attribute F0final_sma_quartile1 numeric
@attribute pcm_loudness_sma_linregerrA numeric
@attribute pcm_loudness_sma_skewness numeric
@attribute mfcc_sma[1]_iqr2-3 numeric
@attribute gender {m,f}

@data

23.61531,0.276192,9.490026,0.512016,2.319077,83.0524,98.19315,0.085714,15.88265,-0.424809,96.73154,101.4439,104.4222,0.032653,-1.434661,-4.670296,-3.498165,101.1157,0.032988,-0.006423,0.359184,25.62778,0.322779,0.488815,2.296866,106.5037,85.02231,116.211,15.91674,-25.60019,-26.37745,-4.598299,2.308129,2.286225,113.8701,63.04888,0.125615,1.448076,8.883772,m
20.35453,0.274038,8.235479,1.355343,2.346915,115.1577,118.4644,0.199248,26.47517,-1.049455,109.4871,117.4813,141.1564,0.161654,-5.327619,0.343355,-2.75632,121.6413,0.028904,-0.004111,0.62782,31.26272,1.831335,0.549291,2.341027,131.0422,119.1984,164.2471,20.97186,-36.38848,-24.58842,-9.034323,2.339959,2.325521,161.9189,102.2365,0.17151,0.570933,5.946086,m
10.46397,0.30082,16.16737,0.598382,2.315369,204.5927,209.4211,0.168628,14.63525,-1.222854,207.0697,233.4548,250.3321,0.113726,-14.58912,-27.15403,-3.839705,228.8847,0.016784,-0.016808,0.584314,8.781238,1.140531,0.575876,2.316584,260.1649,236.1066,279.0172,-1.025115,-42.38391,-28.02589,-8.299538,2.309171,2.285122,275.0225,178.9254,0.122291,0.941506,5.959361,f
11.99903,0.206269,13.73284,0.627903,2.325082,195.8243,212.1322,0.164912,18.62578,-0.592796,207.5145,215.9001,234.4096,0.094737,-11.94511,-9.436969,-3.830127,222.1799,0.018173,-0.013327,0.512281,7.680528,-0.712716,0.591964,2.317641,234.2368,221.6652,272.4399,-2.187187,-44.30597,-29.57843,-14.96053,2.307753,2.26032,267.4721,172.5934,0.107066,0.765542,7.726377,f
24.22015,0.178355,9.064449,1.092587,2.283757,87.54905,98.05999,0.044068,16.82055,-1.259328,96.019,102.1313,107.5812,0.125424,1.002331,2.899404,-6.448385,104.8765,0.027813,-0.004289,0.447458,9.929342,-4.004387,0.532091,2.266092,108.3146,81.4956,138.934,3.526533,-18.169,-27.14752,-6.535776,2.28192,2.247735,150.826,67.83107,0.140212,0.690597,6.391353,m
14.16633,0.216723,21.61957,1.737381,2.252284,101.3236,108.8544,0.168421,20.48513,-0.870326,101.4223,108.5269,115.7892,0.14386,2.926678,3.075849,-4.875868,106.2327,0.024715,-0.007608,0.561404,6.820524,-2.622237,0.52087,2.263718,114.7123,98.57902,129.1744,0.704444,-23.05435,-26.8833,-11.69038,2.250941,2.211838,128.7547,101.2171,0.182568,0.357852,8.032477,m
13.76618,0.165219,8.157883,1.357641,2.331001,176.345,193.4085,0.094937,13.29021,-0.994645,202.9892,208.0254,212.6862,0.063291,-12.24949,-15.94628,-0.007204,211.5871,0.020615,-0.00918,0.550633,7.125316,3.828129,0.533127,2.306983,217.5208,187.7918,260.0732,2.091535,-40.24184,-11.15079,-17.68672,2.321277,2.29376,256.9675,138.7754,0.071281,-0.52987,4.810283,f
20.01551,0.202121,9.885387,-0.789037,2.293323,175.5152,185.6678,0.125926,15.63169,-1.181697,187.3448,210.8809,218.9803,0.085185,-8.859792,-7.224139,-2.663611,211.0061,0.018476,-0.01316,0.548148,9.147288,-2.854085,0.582631,2.247018,234.4304,160.6228,258.3301,2.829444,-32.19498,-27.06997,-18.16809,2.275243,2.230823,251.5559,127.8127,0.1037,0.4138,7.013247,f
25.44161,0.252317,7.709192,0.746687,2.284759,189.6971,197.8817,0.075697,20.34084,-0.830951,182.0292,215.3835,222.7516,0.031873,-2.011966,2.333781,-9.446382,209.2058,0.019291,-0.008714,0.2749,3.462481,-7.617939,0.458834,2.302453,235.8183,164.6781,256.5801,-3.099917,-35.6365,-29.71914,-18.5029,2.27519,2.226259,245.29,174.19,0.169066,0.058093,8.323651,f
13.82274,0.365666,12.22364,0.828873,2.312743,148.2176,160.3321,0.203463,17.99264,-0.375685,152.7889,176.3977,175.3618,0.168831,-0.222124,-2.385586,-3.694177,167.1134,0.022061,-0.013947,0.632035,4.998555,0.709543,0.445827,2.304543,184.6374,147.4476,187.8218,-0.696819,-18.43749,-18.55266,-13.45637,2.302165,2.164372,191.4379,132.9835,0.138803,0.687518,5.02143,f
12.9934,0.453108,8.374838,-0.07841,2.318984,97.26688,115.612,0.10303,37.14663,-1.43692,116.7575,117.4451,118.3889,0.039394,9.788737,10.7136,-16.29989,118.2844,0.032121,-0.006341,0.427273,12.01914,-11.53431,0.641119,2.245643,121.9919,116.5096,135.3368,3.179371,-9.636628,-35.08566,-4.052278,2.297683,2.26617,133.457,77.17241,0.12407,-0.140616,6.848805,m
17.65364,0.337697,7.647977,0.030681,2.29612,0,0,0.041322,36.86052,0.131004,0,0,0,0.090909,14.72434,16.73371,-8.97506,0,0.029466,0,0.330579,4.978202,-10.0772,0.592646,2.275769,0,0,0,-1.819922,-2.496318,-28.81043,-0.953509,2.303247,2.248844,0,0,0.098615,-1.145093,5.176267,m
9.428737,0.139486,13.11231,0.243821,2.279595,195.8479,194.1548,0.157088,16.41265,-0.468697,175.6457,204.067,227.7731,0.091954,-17.54039,-9.213584,7.134196,204.7735,0.018494,-0.017211,0.421456,5.314432,10.519,0.605062,2.282403,244.9027,146.7516,413.5945,-5.467578,-48.9201,-8.437942,-15.27534,2.252777,2.206155,392.7244,158.6985,0.498439,0.413663,8.261415,f
17.48862,0.285588,15.13024,0.015955,2.283473,154.8186,164.9647,0.163158,14.99299,-0.297683,159.5138,169.1589,177.3387,0.015789,-6.943432,-12.74362,6.005224,177.7264,0.022473,-0.008551,0.489474,4.35945,2.109156,0.488986,2.275413,185.7742,181.9896,284.2846,-4.69387,-33.57059,-19.85742,-14.23919,2.265502,2.217399,279.1783,139.4757,0.440567,1.031089,8.825828,f
18.76146,0.296949,11.43619,0.09158,2.292371,198.6846,206.1711,0.037152,15.19563,-0.437336,184.2816,220.5944,235.3083,0.130031,-9.416378,-4.524617,-0.194548,210.627,0.015032,-0.009781,0.383901,4.405272,-2.478921,0.498173,2.262383,245.0757,181.816,280.2002,-6.019061,-32.45555,-33.95208,-16.02853,2.275088,2.232849,274.2962,181.3319,0.690933,0.604357,6.764428,f
15.22115,0.142601,13.11833,-0.501964,2.277242,194.0521,210.0268,0.053004,18.05727,-0.795004,188.5163,210.2317,243.9288,0.074205,-6.86924,-7.679702,-8.946829,202.5178,0.018106,-0.012035,0.431095,5.527893,-5.300008,0.483625,2.293239,239.307,206.2726,274.6625,-4.805388,-36.76176,-40.78883,-15.46618,2.256797,2.201633,269.7263,150.5065,0.48687,0.837724,4.737259,f
9.560659,0.131929,10.41796,0.571062,2.270669,84.49628,86.95718,0.089041,26.58675,-0.184861,104.5989,110.0092,109.7108,0.061644,5.13584,4.816333,-11.9396,104.0737,0.021727,-0.005873,0.311644,10.62829,-7.914362,0.71012,2.253606,124.6847,79.63602,134.0972,2.882668,-17.99419,-32.39951,-1.181049,2.252488,2.19008,131.7221,45.10509,0.335631,1.141493,8.01088,m
10.49946,0.091551,10.97611,0.776333,2.288836,73.58739,73.78249,0.148936,23.32503,-0.585947,93.13756,97.79002,106.2818,0.024823,-1.362072,1.252022,-2.900409,95.474,0.021896,-0.008197,0.574468,17.58692,-4.126261,0.654932,2.276041,108.5429,78.19467,117.9522,6.573428,-23.3046,-28.51685,-4.84116,2.275928,2.245894,116.5044,38.56376,0.251058,1.593474,4.40716,m
26.57471,0.531382,7.770458,0.144698,2.29792,90.08968,93.5694,0.013937,44.76809,-1.233315,106.8273,106.8273,114.91,0.160279,11.39978,7.365572,-8.015455,112.9728,0.024613,-0.00603,0.139373,10.43383,-2.934753,0.472287,2.196655,125.6574,78.54367,136.7649,3.726491,-11.31848,-32.97477,-1.461666,2.289964,2.234858,134.37,66.39581,0.777292,0.730139,8.717521,m
27.3111,0.486043,6.851711,1.049876,2.248652,74.15676,68.71938,0.040752,42.53271,-0.930082,101.4112,101.7615,101.0851,0.037618,11.09145,8.003143,-14.34409,96.80682,0.033617,-0.005155,0.357367,10.21074,-11.4376,0.494838,2.220255,103.6508,67.27259,110.296,-0.986382,-22.99403,-34.23899,-5.668583,2.251216,2.198938,106.2249,61.85543,0.689993,0.862109,7.906966,m
16.01297,0.119843,9.759319,1.670415,2.297918,125.3016,134.6899,0.022305,38.97953,-0.327823,130.2607,141.7375,146.0624,0.182156,3.823454,-0.71903,-14.59617,138.2472,0.029846,-0.013379,0.197026,11.24074,-13.54224,0.571814,2.310097,145.6052,136.9703,168.9417,-0.388895,-19.54888,-36.08316,-11.73126,2.289109,2.243671,165.474,109.6481,0.331836,2.154625,6.309667,m
14.77175,0.084952,7.49439,0.938335,2.314312,130.3945,130.6325,0.133779,36.78362,-0.699095,127.2088,134.8915,143.9403,0.12709,0.592384,0.214123,-14.86854,142.7449,0.028408,-0.007217,0.545151,2.972939,-19.9205,0.539744,2.353621,152.4443,152.8699,225.3593,-5.543081,-37.99054,-41.87015,-14.23249,2.28845,2.260845,220.191,114.8503,0.139224,0.144521,6.980472,m
10.76676,0.155257,10.45827,-0.010493,2.327958,126.5849,133.7747,0.069869,16.84758,-1.095967,133.9597,136.3706,144.6167,0.157205,-4.163463,-7.838189,11.29179,143.7687,0.016354,-0.011497,0.502183,5.262837,8.006163,0.534151,2.298558,139.421,106.9489,200.5801,-2.584752,-24.73568,-11.81919,-8.729954,2.314258,2.270677,197.6484,90.56942,0.180492,1.207917,3.845287,f
7.276157,0.08962,11.10124,0.166735,2.305531,126.9158,131.2009,0.204698,14.64364,-0.304369,127.6774,140.8713,150.0499,0.127517,-5.889761,-3.770877,12.48593,144.0429,0.019012,-0.012085,0.560403,7.599161,7.185845,0.513962,2.337287,159.9246,143.3281,200.3438,-2.818205,-29.69833,-18.85522,-6.941211,2.293766,2.253261,197.1862,115.1926,0.087381,0.577818,6.09488,f
38.32887,0.143012,11.80029,1.810587,2.086069,108.0177,116.0793,0.041667,33.7668,0.323318,111.8789,121.7838,125.6639,0.107639,7.506274,9.32821,-17.56239,124.3858,0.028586,-0.009999,0.260417,6.577028,-6.528723,0.440071,2.125391,129.4746,122.5642,210.0888,-0.82546,-18.89487,-36.16088,0.577565,2.098194,2.025437,248.636,90.31327,0.737534,0.106804,9.895901,m
32.81031,0.149634,15.11763,1.928581,2.119559,108.0308,115.3373,0.050676,31.77653,0.72565,112.1444,117.5507,121.7556,0.067568,3.392991,6.73086,-6.787732,118.2399,0.029693,-0.008788,0.375,9.491138,-1.102077,0.435891,2.142805,123.0445,114.4595,141.8466,0.532524,-21.76909,-26.65765,1.944816,2.126577,2.033223,139.8366,107.7679,0.738263,0.21448,6.544236,m
34.54977,0.113583,9.897739,0.148214,2.297512,155.27,165.3141,0.038961,8.01149,-0.895805,158.4293,169.9788,185.67,0.124304,-19.15601,-16.60592,10.54643,171.7735,0.016346,-0.002677,0.25603,8.073817,7.901963,0.342846,2.286041,186.2222,152.337,225.9533,0.458821,-47.26741,-15.10044,-10.17151,2.278118,2.237607,218.4251,139.4336,0.501413,0.008846,5.365287,f
28.90603,0.127094,12.46283,0.038896,2.27877,171.0459,171.8842,0.018587,5.506774,-0.696296,157.2643,171.352,222.5146,0.052045,-20.17112,-27.46856,-15.76584,183.3108,0.017391,-0.007583,0.189591,13.45399,-5.514803,0.381447,2.240207,215.4121,222.6874,247.7773,0.513587,-48.05119,-44.07778,-15.29987,2.265495,2.22434,246.4754,152.6409,0.533773,0.03984,6.810613,f
22.91763,0.074786,9.462129,2.024749,2.210066,120.6635,118.3596,0.055777,28.06334,-0.433636,117.0837,125.3152,142.8254,0.071713,-2.100931,-6.362606,-3.29712,136.6741,0.028531,-0.0097,0.529881,16.86469,-3.035131,0.515155,2.262211,165.6527,133.0268,179.684,8.191452,-29.55074,-19.85021,-1.795356,2.203319,2.136089,178.2581,113.1816,0.394961,0.90832,4.104702,m
14.28643,0.093011,7.623605,1.533166,2.234639,116.4399,119.0531,0.205298,21.18141,-0.374131,116.234,124.7171,138.4931,0.059603,-0.002003,0.623213,-11.77412,126.8575,0.02774,-0.006824,0.665563,11.93548,-9.148034,0.564064,2.247431,140.9041,134.6187,155.531,2.619184,-14.2104,-27.59723,-0.517246,2.236813,2.180645,153.6545,107.6768,0.214322,0.517233,5.636957,m
15.91977,0.083021,11.44258,-0.394599,2.326013,192.775,200.235,0.023569,17.18577,-1.496505,193.972,206.1798,216.4092,0.043771,-11.37684,-8.352833,-3.304886,209.3689,0.018029,-0.00908,0.175084,8.967264,-2.710845,0.623953,2.317033,219.0859,191.2345,292.9927,2.46761,-40.73588,-20.39589,-25.1784,2.306053,2.276513,285.1513,190.0625,0.197485,0.819796,6.203905,f
2.8577,0.046304,11.50349,-0.585042,2.327219,175.9736,182.0376,0.071918,18.09112,-1.349333,178.4562,182.3378,191.5145,0.071918,-9.670272,-3.833565,6.196283,189.5492,0.012946,-0.005098,0.40411,2.340654,4.623347,0.693803,2.304109,193.2295,175.9661,244.0477,-7.276433,-40.79097,-17.35852,-17.90246,2.313506,2.287887,242.2051,174.4954,0.228504,1.105955,5.856156,f
23.02907,0.110875,9.738558,-0.004666,2.261287,82.1743,91.35565,0.051724,49.07786,-0.464026,91.38314,91.64336,115.329,0.044828,11.14705,12.39882,-18.26824,92.55322,0.02011,-0.004575,0.134483,9.787751,-14.64905,0.400662,2.263113,103.6024,74.2348,126.8808,2.362504,-9.382115,-48.49471,-6.912483,2.260217,2.230936,125.5787,39.93603,0.153533,1.073398,4.488178,m
13.77824,0.082565,8.832167,1.18832,2.254659,99.55043,108.2226,0.045752,25.3039,-0.743717,108.9188,111.7435,121.3719,0.098039,4.285068,3.196951,-17.22843,101.7838,0.019643,-0.006028,0.284314,9.97971,-13.71212,0.525659,2.2517,117.0244,99.16779,153.071,2.910411,-16.13667,-52.97949,-6.516259,2.251463,2.22055,147.6724,78.05255,0.166708,0.764309,4.327233,m
23.93442,0.112175,9.89419,-0.170854,2.288725,201.7018,214.405,0.156794,8.22762,-0.223623,207.6852,220.5295,231.7292,0.132404,-17.58423,-21.80604,-1.335233,220.114,0.017033,-0.014268,0.327526,7.090188,-1.827029,0.424758,2.283007,234.7312,213.2371,264.3079,-2.889642,-50.65926,-20.33759,-19.80486,2.286921,2.252327,260.9864,193.0406,0.167215,0.143516,7.326682,f
17.41295,0.100026,12.57702,0.004415,2.316545,212.77,230.4198,0.0875,16.05571,-0.526045,217.8711,240.043,251.7323,0.071875,-20.38847,-19.00892,-3.36048,231.6097,0.020091,-0.010588,0.48125,5.580159,0.549874,0.406762,2.311952,254.9585,202.3433,283.619,-4.354129,-51.02041,-22.56058,-23.32355,2.316795,2.286103,279.8135,187.1807,0.194376,0.213368,3.945105,f
4.505981,1.283353,8.463795,1.691898,2.322726,112.9554,123.7617,0.200957,14.15141,-0.454371,184.8868,184.8868,156.5386,0.043062,-4.766728,-5.655519,-4.845853,179.6663,0.02019,-0.017186,0.736842,24.18135,-1.654961,0.574162,2.338153,184.8868,95.70068,156.8751,15.28579,-41.70725,-23.80413,-13.44647,2.318052,2.29234,184.8868,62.38459,0.152249,-1.538454,3.367036,m
11.72069,1.127633,11.15406,1.035036,2.309287,128.7377,128.9723,0.041494,18.44788,-0.216226,168.4821,168.4821,169.5628,0.091286,-0.029858,-8.897947,-12.0119,170.0838,0.023233,-0.017736,0.456432,26.24709,-7.642686,0.582383,2.311724,190.7097,150.2063,200.5995,17.41156,-29.0281,-32.39557,-13.00392,2.307479,2.279856,199.5465,91.32835,0.145157,-1.060269,4.637677,m
20.26561,0.811768,14.72901,0.286034,2.328435,166.7375,190.8838,0.059361,18.372,-1.219868,194.2584,203.2852,205.815,0.027397,-3.982583,-7.477622,-0.753361,195.9184,0.017664,-0.026087,0.401827,5.601529,-5.212516,0.435875,2.329755,208.0902,170.128,245.0427,-1.547582,-32.11837,-23.73742,-12.68889,2.31962,2.302451,236.9767,133.0262,0.246444,-1.04104,4.343604,f
14.47849,1.307762,15.89534,-0.079911,2.309929,202.2025,222.9779,0.09622,20.83343,-1.352144,208.0446,227.7389,258.602,0.027491,-7.48291,-17.24744,-12.73672,229.4613,0.015459,-0.00863,0.388316,5.710243,-6.669789,0.475856,2.303877,242.1313,239.4757,271.6213,-5.031057,-35.09023,-26.39054,-15.62696,2.30054,2.279637,270.8909,160.551,0.17242,-0.122965,6.030967,f
13.69897,1.212968,5.979681,2.030123,2.287858,95.81842,114.0199,0.112045,25.98626,-0.166203,113.2422,117.3246,118.8502,0.044818,4.543574,4.378954,-13.21322,114.4914,0.02488,-0.005257,0.652661,28.20442,-8.225506,0.532252,2.271798,117.3246,113.4955,120.328,18.49489,-17.35161,-33.01625,-7.001349,2.284162,2.246145,119.1475,79.61278,0.15605,-1.311545,2.734235,m
15.94037,0.532089,9.230546,0.272666,2.292145,91.03201,106.1827,0.174377,21.82901,-0.095532,113.4083,113.4083,116.9218,0.035587,-0.130546,-5.437988,-16.91335,109.5335,0.026173,-0.007058,0.491103,21.32677,-14.24649,0.516744,2.304791,114.7017,78.90292,129.8815,14.51467,-26.09457,-40.47833,-13.10645,2.287577,2.25685,124.7751,70.63272,0.276681,-0.971444,4.791194,m
15.56182,0.84538,12.66966,0.954033,2.282681,205.3917,235.9866,0.089888,19.15209,-0.986314,239.1321,249.771,252.288,0.078652,-13.60328,-27.13538,-7.312419,246.8363,0.022828,-0.01344,0.46442,6.438814,-4.252849,0.518907,2.232233,261.4055,224.796,284.4688,-1.333653,-58.59865,-25.92591,-12.28018,2.270995,2.243422,274.3423,169.2155,0.259939,-0.038416,4.77158,f
16.2188,1.080605,12.28551,0.42603,2.309466,224.5778,249.2811,0.092857,17.4636,-0.370392,239.72,248.8787,269.1261,0.15,-13.49304,-10.06623,-8.080853,236.2838,0.021293,-0.015435,0.539286,11.16734,-8.249761,0.444654,2.301943,263.4154,202.337,295.6565,1.398255,-44.40052,-30.89171,-10.08243,2.305751,2.283386,293.8812,189.467,0.215538,0.171753,4.108844,f
25.15691,0.090488,11.65555,-0.154436,2.298266,196.6311,197.7698,0.087662,14.95217,-0.435929,172.1944,195.0235,222.2312,0.146104,-11.64108,-14.71873,10.15716,196.8246,0.013293,-0.008396,0.181818,3.047601,6.093447,0.533484,2.338819,213.7252,191.4845,273.2251,-5.635688,-32.46246,-24.1914,-2.535972,2.287608,2.263094,269.2987,174.144,0.283328,0.489308,4.538077,f
29.26694,0.007683,14.69342,0.009332,2.273128,171.4407,179.1155,0.041522,35.03843,-1.607141,161.2842,183.3516,203.4731,0.107266,-7.677708,-13.68859,9.575623,183.1308,0.022171,-0.017689,0.391004,13.31256,11.83185,0.464916,2.303273,210.0906,204.6256,239.3202,1.662465,-38.04155,-10.26426,-6.242102,2.26115,2.222363,308.3731,151.9905,0.405675,0.681325,7.504604,f
44.65903,0.027878,12.66482,0.769393,2.277874,97.04769,102.6333,0.049242,18.24061,0.047132,97.8554,106.7116,112.0644,0.068182,-6.89402,-10.13181,-0.390178,103.735,0.034606,-0.000888,0.189394,24.8975,6.371588,0.582951,2.304373,110.1705,96.23776,128.3854,13.42361,-44.36958,-19.53192,3.758713,2.251324,2.17742,121.6549,95.56955,0.552949,0.592849,6.931206,m
40.89712,0.01145,8.376089,0.999171,2.265267,93.69011,103.5346,0.016835,23.08909,-0.454199,96.27246,104.955,112.2878,0.188552,-3.926433,-5.978335,9.024163,101.4242,0.032769,-0.007666,0.316498,32.1138,3.764961,0.534432,2.255734,109.8032,107.085,124.6943,20.84312,-31.22663,-32.48006,-0.945812,2.247896,2.172469,122.1012,88.01907,0.52187,1.055265,6.390875,m
18.30598,0.825067,8.21371,-0.658908,2.270751,219.2716,262.7651,0.08,13.62184,-0.373399,0,0,263.0547,0.11,-2.035115,7.140002,7.134869,13.17554,0.025765,0.142295,0.49,11.0867,6.116742,0.613333,2.256573,0,137.9802,263.3503,3.194558,-32.06422,-4.822091,-8.317049,2.272925,2.191092,263.4363,197.3951,0.152426,-0.52213,4.226518,f
8.268861,0.961021,16.06586,-0.177659,2.330835,0,0,0.118519,16.13655,-0.751124,0,0,0,0.048148,0.799057,0.886092,10.77397,0,0.022176,0,0.42963,8.063978,7.771489,0.591671,2.349627,0,0,0,2.344599,-30.60917,-13.25369,-3.732392,2.328512,2.273145,0,0,0.124347,-0.784822,7.010101,f
20.01514,0.08228,8.135444,0.79731,2.281423,83.73537,93.04961,0.023649,22.31056,-0.244058,92.83749,94.84896,104.4766,0.064189,1.852714,1.824068,-2.366267,96.12762,0.028648,-0.005751,0.347973,14.89302,-4.250875,0.555784,2.248131,102.3575,83.42475,114.965,9.310493,-15.75156,-27.9029,-0.636264,2.270299,2.233625,114.276,63.67336,0.348264,1.382119,6.1001,m
16.49213,0.193639,9.589313,0.490627,2.286005,87.68483,98.03787,0.106897,27.68885,0.374863,96.73773,100.4444,100.9765,0.013793,4.27628,1.277501,2.349384,99.14581,0.026029,-0.006556,0.541379,17.56739,-4.959661,0.53794,2.277717,102.7019,84.99198,108.3835,6.412926,-21.76115,-34.74117,-2.678072,2.284173,2.250863,107.3753,89.75886,0.487494,1.158891,6.160897,m
19.06577,0.286724,7.789116,0.629041,2.250853,109.2171,107.5232,0.111524,27.54646,-0.055007,100.3405,115.2377,141.1366,0.011152,5.392222,6.049067,-5.282123,118.4866,0.02479,-0.005897,0.501859,10.22793,-0.882911,0.439233,2.254572,140.9294,97.62639,169.5848,1.522008,-9.277678,-23.58482,-1.054365,2.231714,2.170144,166.4147,94.61797,0.234514,1.85387,4.716586,m
13.47331,0.318604,11.64793,0.458267,2.266167,115.8052,124.8666,0.182456,19.38212,-0.869648,124.5535,134.1597,137.4661,0.087719,4.76408,3.017724,-8.390161,137.3425,0.031845,-0.006505,0.561404,7.573164,-8.342159,0.453393,2.28179,144.3372,112.3806,184.3436,2.230647,-8.871881,-26.08163,0.052527,2.255555,2.221104,181.0074,92.08979,0.304315,1.223239,3.983274,m
17.86308,0.22916,10.35162,0.412088,2.279826,110.0437,116.4445,0.010526,31.27097,-0.363082,115.9903,122.0499,134.0494,0.052632,9.586923,5.379759,-14.43132,131.1296,0.022992,-0.004063,0.214035,12.64045,-6.657748,0.498539,2.28047,139.2768,140.9987,217.8646,3.555159,-18.94324,-31.18795,-2.416333,2.281862,2.24469,218.2554,76.8131,0.195099,2.58322,6.454215,m
21.22217,0.194984,11.34344,0.410922,2.282896,126.4443,136.4159,0.036545,39.56267,-0.068478,126.5084,133.7976,145.4388,0.07309,11.75249,9.41185,-8.811772,136.4169,0.029127,-0.009735,0.229236,8.199353,-11.89268,0.513394,2.234692,143.7341,140.5491,205.8918,0.524113,-14.60052,-39.5727,-2.843004,2.274038,2.218079,197.5707,117.2148,0.614537,1.857937,5.332245,m
10.45656,0.182045,11.22257,0.581946,2.295058,102.5694,119.5675,0.041379,24.12531,-0.40313,121.8388,129.4344,132.2393,0.048276,4.300926,3.988207,-10.29615,126.0631,0.027027,-0.008675,0.265517,15.63397,-5.343997,0.549038,2.277378,130.5309,95.6133,165.3905,9.937757,-22.7435,-44.68275,-11.20733,2.289151,2.259982,156.6768,68.25287,0.117158,0.803048,6.107569,m
13.75337,0.190489,12.3695,0.473822,2.294802,121.8009,120.8381,0.102041,23.14334,-0.775291,117.2899,131.372,155.3234,0.034014,1.016285,-0.015201,-10.09604,129.8244,0.02892,-0.008537,0.418367,17.73296,-9.513293,0.559171,2.259083,146.8825,150.2035,199.1208,10.10502,-32.5503,-34.90346,-9.780787,2.283459,2.253729,189.2938,96.42867,0.14994,0.971836,7.769144,m
11.5207,0.200273,17.87062,0.599832,2.347426,157.9835,163.2291,0.037037,17.68555,-1.735964,148.9604,148.9604,200.3558,0.174074,-5.750741,-15.2741,-9.516161,162.526,0.021302,-0.015247,0.32963,15.73117,-1.834257,0.594928,2.257065,181.1171,191.5117,235.2335,5.897294,-30.61492,-27.64903,-10.44932,2.312755,2.294115,233.1781,134.365,0.41235,0.848807,8.610254,f
15.54548,0.257652,6.23063,1.973778,2.34879,181.4055,188.843,0.038194,16.09125,-0.87357,173.8288,187.3359,203.8328,0.107639,-8.766358,-14.22059,-6.020522,188.6115,0.020981,-0.012335,0.381944,8.137273,-0.611243,0.487773,2.306628,199.4326,207.852,250.1128,0.237348,-24.4837,-28.08627,-18.95526,2.336996,2.304173,245.6763,176.3662,0.280001,0.785557,3.377993,f
14.84279,0.220938,18.64979,0.532605,2.303149,158.2395,179.9437,0.066225,17.15826,-0.568493,170.6708,184.6858,191.2639,0.145695,-1.847721,-6.009614,0.617997,179.4323,0.019551,-0.009328,0.443709,8.983625,2.211242,0.477653,2.280761,192.4105,185.0731,221.5284,0.404048,-26.85371,-19.90672,-9.457421,2.287327,2.246152,218.4531,129.5881,0.638431,1.049548,8.170881,f
13.21447,0.230402,10.68526,0.127841,2.306659,173.1575,182.0158,0.107256,18.43741,-0.532862,172.9755,204.5762,219.9897,0.018927,-8.769244,-2.579508,7.141221,198.3583,0.020966,-0.010438,0.343849,5.365719,1.946392,0.523442,2.312878,219.9715,181.3178,288.0167,-2.851444,-41.78927,-45.36829,-12.0454,2.293073,2.26329,278.9691,138.1449,0.232221,0.716389,6.241756,f
15.95771,0.071194,6.524427,1.647796,2.255955,98.7857,107.6948,0.114583,13.80625,0.287001,103.9476,107.5327,119.5729,0.055556,-3.225026,-6.727365,-2.517625,107.4601,0.022761,-0.008193,0.611111,7.506114,-2.206892,0.475967,2.29663,119.6665,112.7974,130.1565,1.089019,-21.65288,-16.79813,-6.889095,2.254689,2.223831,134.2361,83.2095,0.213642,0.552961,4.277107,m
16.19915,0.089021,8.623032,0.771217,2.238744,95.1617,104.7156,0.041667,25.77868,-1.048823,99.09983,107.438,111.2113,0.032051,-5.320316,3.130827,-6.341033,103.5664,0.016399,-0.006792,0.410256,8.39088,-7.027964,0.451296,2.234865,111.6583,100.1446,123.0747,0.364365,-26.13975,-26.06053,-8.3069,2.233423,2.210261,121.2566,96.1059,0.194668,1.10698,3.711552,m
18.96811,0.053634,8.18996,1.227676,2.310342,173.5324,184.707,0.048193,12.41777,-1.691496,179.9181,189.8311,204.2569,0.052209,-9.127466,-14.39944,-9.088624,188.2265,0.01564,-0.020026,0.345382,1.318239,-5.846671,0.465808,2.295601,203.3561,194.8225,220.6543,-3.315848,-25.30094,-25.38596,-17.6939,2.303782,2.282871,215.866,173.3188,0.22397,1.0426,4.779461,f
12.53037,0.097696,11.00579,-0.440974,2.308441,186.5199,198.3824,0.082237,1.290814,-0.544443,189.698,198.2188,208.3186,0.085526,-17.02745,-15.84553,4.709811,197.6226,0.009239,-0.012001,0.37829,-0.581303,1.852407,0.402495,2.257624,204.6556,194.4057,231.2632,-8.202339,-37.21835,-18.62944,-17.20876,2.298664,2.284096,230.2893,186.2983,0.193047,0.693025,3.276906,f
20.52946,0.092847,10.17201,0.729218,2.277163,168.9807,170.694,0.121107,8.114379,-0.887022,158.7731,172.4532,207.1077,0.065744,-12.33455,-16.07515,13.67054,183.0387,0.013387,-0.009064,0.539792,2.892791,-1.152764,0.479092,2.288859,209.0131,149.4852,247.3904,-6.510805,-35.33604,-35.376,-21.81736,2.262829,2.222168,245.32,153.6586,0.300205,0.627294,4.562667,f
