@attribute F0finEnv_sma_de_linregc2 numeric
@attribute lspFreq_sma_de[5]_linregerrQ numeric
@attribute F0finEnv_sma_percentile1.0 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute F0finEnv_sma_de_linregerrQ numeric
@attribute F0final_sma_de_linregerrQ numeric
@attribute mfcc_sma[12]_amean numeric
@attribute F0final_sma_de_stddev numeric
@attribute mfcc_sma[14]_quartile1 numeric
@attribute gender {m,f}

@data

83.0524,104.4222,101.4439,98.19315,101.1157,106.5037,63.04888,96.73154,28.7015,113.8701,0.739931,85.02231,101.3499,116.211,27.60769,-4.670296,760.867,15.88265,-1.434661,-7.13142,0.739931,0.032988,-0.287427,0.653318,0.715043,2.319077,-1.085284,-25.60019,4.397869,0.042368,1.010198,0.001794,94.24993,2.308129,4.571565,217.4131,0.322779,14.79119,-4.598299,m
115.1577,141.1564,117.4813,118.4644,121.6413,131.0422,102.2365,109.4871,36.17281,161.9189,0.788585,119.1984,124.1347,164.2471,34.8446,0.343355,1208.641,26.47517,-5.327619,-16.52309,0.788585,0.028904,-5.45142,0.715745,0.747827,2.346915,-5.475049,-36.38848,4.769483,0.039951,0.9413,0.001595,99.30643,2.339959,6.991786,210.22,1.831335,14.5023,-9.034323,m
204.5927,250.3321,233.4548,209.4211,228.8847,260.1649,178.9254,207.0697,71.36494,275.0225,0.855993,236.1066,265.3961,279.0172,57.0452,-27.15403,2919.264,14.63525,-14.58912,-23.96749,0.855993,0.016784,-14.9516,0.736714,0.80559,2.315369,-5.883605,-42.38391,-5.81144,0.021993,2.379767,0.000483,169.0313,2.309171,31.08446,913.9016,1.140531,30.30658,-8.299538,f
195.8243,234.4096,215.9001,212.1322,222.1799,234.2368,172.5934,207.5145,65.04674,267.4721,0.848993,221.6652,234.7975,272.4399,55.38237,-9.436969,2842.19,18.62578,-11.94511,-21.55114,0.848993,0.018173,-12.60761,0.729675,0.781218,2.325082,-14.91224,-44.30597,0.016483,0.024166,2.181723,0.000584,175.4534,2.307753,20.282,936.3139,-0.712716,30.60314,-14.96053,f
87.54905,107.5812,102.1313,98.05999,104.8765,108.3146,67.83107,96.019,30.23898,150.826,0.759335,81.4956,98.85374,138.934,28.04363,2.899404,774.072,16.82055,1.002331,-4.538198,0.759335,0.027813,2.000847,0.646608,0.721569,2.283757,-1.208668,-18.169,6.72406,0.036199,0.87222,0.001309,93.72034,2.28192,4.703778,247.4537,-4.004387,15.7311,-6.535776,m
101.3236,115.7892,108.5269,108.8544,106.2327,114.7123,101.2171,101.4223,31.12796,128.7547,0.766349,98.57902,97.33126,129.1744,25.06499,3.075849,625.7187,20.48513,2.926678,-3.020218,0.685857,0.024715,4.549606,0.727207,0.743751,2.252284,-9.69101,-23.05435,10.57961,0.036487,1.464418,0.001331,0,2.250941,7.762808,154.1656,-2.622237,12.44734,-11.69038,m
176.345,212.6862,208.0254,193.4085,211.5871,217.5208,138.7754,202.9892,65.77801,256.9675,0.843172,187.7918,227.1573,260.0732,58.0915,-15.94628,3330.42,13.29021,-12.24949,-20.79673,0.843172,0.020615,-12.01563,0.655803,0.751594,2.331001,-15.63931,-40.24184,-2.672348,0.027853,1.764752,0.000775,181.1888,2.321277,15.05638,1069.84,3.828129,32.7447,-17.68672,f
175.5152,218.9803,210.8809,185.6678,211.0061,234.4304,127.8127,187.3448,62.84696,251.5559,0.839589,160.6228,206.672,258.3301,58.92538,-7.224139,3397.473,15.63169,-8.859792,-16.67906,0.839589,0.018476,-8.295744,0.716043,0.7698,2.293323,-10.38951,-32.19498,-0.95864,0.023902,2.153919,0.000571,182.1345,2.275243,15.99869,807.1953,-2.854085,28.41244,-18.16809,f
189.6971,222.7516,215.3835,197.8817,209.2058,235.8183,174.19,182.0292,50.54797,245.29,0.832578,164.6781,176.0254,256.5801,47.92929,2.333781,2086.097,20.34084,-2.011966,-10.40835,0.832578,0.019291,-1.507326,0.744746,0.785565,2.284759,-13.12202,-35.6365,7.348966,0.026945,1.786371,0.000726,164.0492,2.27519,18.30009,433.337,-7.617939,20.81683,-18.5029,f
148.2176,175.3618,176.3977,160.3321,167.1134,184.6374,132.9835,152.7889,49.51626,191.4379,0.799197,147.4476,195.3255,187.8218,37.78481,-2.385586,1427.491,17.99264,-0.222124,-5.44287,0.799197,0.022061,-0.387569,0.695283,0.746268,2.312743,-16.18675,-18.43749,5.063545,0.031053,1.876755,0.000964,136.589,2.302165,14.14229,527.736,0.709543,23.05956,-13.45637,f
97.26688,118.3889,117.4451,115.612,118.2844,121.9919,77.17241,116.7575,34.28353,133.457,0.74066,116.5096,121.6506,135.3368,33.04937,10.7136,965.8227,37.14663,9.788737,1.922849,0.74066,0.032121,9.209714,0.640284,0.690983,2.318984,2.920587,-9.636628,16.24489,0.045081,1.35987,0.002032,113.0106,2.297683,9.699925,355.3364,-11.53431,18.96254,-4.052278,m
0,0,0,0,0,0,0,0,0,0,0.68684,0,0,0,0,16.73371,0,36.86052,14.72434,7.245932,0.68684,0.029466,13.47057,0.519903,0.635055,2.29612,1.352069,-2.496318,22.40182,0.041685,0,0.001737,0,2.303247,0,0,-10.0772,0,-0.953509,m
195.8479,227.7731,204.067,194.1548,204.7735,244.9027,158.6985,175.6457,87.40239,392.7244,0.881331,146.7516,118.9277,413.5945,80.89556,-9.213584,5731.92,16.41265,-17.54039,-28.07547,0.83707,0.018494,-19.04311,0.748516,0.801504,2.279595,-9.375646,-48.9201,-7.960242,0.024893,3.057947,0.00062,0,2.252777,54.29616,806.7263,10.519,28.51229,-15.27534,f
154.8186,177.3387,169.1589,164.9647,177.7264,185.7742,139.4757,159.5138,69.77509,279.1783,0.826159,181.9896,205.5718,284.2846,47.5249,-12.74362,2010.671,14.99299,-6.943432,-14.72342,0.826159,0.022473,-6.588103,0.734579,0.774805,2.283473,-9.664762,-33.57059,0.708084,0.029758,2.014311,0.000885,0,2.265502,17.05534,564.1693,2.109156,23.798,-14.23919,f
198.6846,235.3083,220.5944,206.1711,210.627,245.0757,181.3319,184.2816,61.39906,274.2962,0.874682,181.816,179.8619,280.2002,51.5874,-4.524617,2565.567,15.19563,-9.416378,-17.85146,0.874682,0.015032,-10.01576,0.771864,0.815272,2.292371,-9.301215,-32.45555,-0.600897,0.020467,2.352427,0.000419,0,2.275088,25.44396,687.3834,-2.478921,26.32521,-16.02853,f
194.0521,243.9288,210.2317,210.0268,202.5178,239.307,150.5065,188.5163,60.33043,269.7263,0.861229,206.2726,167.0542,274.6625,63.16897,-7.679702,3939.95,18.05727,-6.86924,-17.01728,0.861229,0.018106,-4.865068,0.70455,0.804872,2.277242,-8.753451,-36.76176,3.245375,0.023203,2.560467,0.000537,0,2.256797,28.23929,837.7281,-5.300008,29.06854,-15.46618,f
84.49628,109.7108,110.0092,86.95718,104.0737,124.6847,45.10509,104.5989,35.47916,131.7221,0.757167,79.63602,81.0806,134.0972,32.68389,4.816333,1060.175,26.58675,5.13584,-0.825249,0.757167,0.021727,5.20345,0.461671,0.684392,2.270669,0.129509,-17.99419,10.38401,0.028901,1.281569,0.000835,0,2.252488,11.62095,350.0072,-7.914362,18.7881,-1.181049,m
73.58739,106.2818,97.79002,73.78249,95.474,108.5429,38.56376,93.13756,29.12992,116.5044,0.758328,78.19467,88.5458,117.9522,30.81059,1.252022,942.0726,23.32503,-1.362072,-11.63431,0.758328,0.021896,-0.545582,0.617958,0.701452,2.288836,-2.605088,-23.3046,7.578572,0.029252,1.443546,0.000852,0,2.275928,6.560906,268.1836,-4.126261,16.41905,-4.84116,m
90.08968,114.91,106.8273,93.5694,112.9728,125.6574,66.39581,106.8273,36.3846,134.37,0.783371,78.54367,114.7303,136.7649,31.66926,7.365572,957.3801,44.76809,11.39978,0.084414,0.783371,0.024613,10.48804,0.377047,0.644105,2.29792,-0.485256,-11.31848,20.22106,0.032749,1.108034,0.001072,90.83485,2.289964,3.43863,294.2638,-2.934753,17.25537,-1.461666,m
74.15676,101.0851,101.7615,68.71938,96.80682,103.6508,61.85543,101.4112,29.29431,106.2249,0.73975,67.27259,79.37591,110.296,26.93666,8.003143,709.3348,42.53271,11.09145,1.722958,0.73975,0.033617,10.67695,0.472747,0.67618,2.248652,-5.710716,-22.99403,20.30281,0.043606,1.152532,0.001901,0,2.251216,5.603154,278.0417,-11.4376,16.76649,-5.668583,m
125.3016,146.0624,141.7375,134.6899,138.2472,145.6052,109.6481,130.2607,38.55471,165.474,0.791417,136.9703,129.7818,168.9417,36.10096,-0.71903,1257.21,38.97953,3.823454,-5.5268,0.791417,0.029846,2.370701,0.663669,0.743634,2.297918,-10.72321,-19.54888,11.32325,0.038484,2.220822,0.001481,0,2.289109,12.44615,351.2154,-13.54224,18.87134,-11.73126,m
130.3945,143.9403,134.8915,130.6325,142.7449,152.4443,114.8503,127.2088,42.00549,220.191,0.797734,152.8699,172.3971,225.3593,39.17754,0.214123,1364.925,36.78362,0.592384,-9.264134,0.797734,0.028408,1.458227,0.736946,0.766908,2.314312,-14.11112,-37.99054,11.06697,0.037567,1.325079,0.001411,103.2007,2.28845,8.095742,276.4031,-19.9205,16.62848,-14.23249,m
126.5849,144.6167,136.3706,133.7747,143.7687,139.421,90.56942,133.9597,46.93375,197.6484,0.797926,106.9489,140.5793,200.5801,45.64018,-7.838189,1952.228,16.84758,-4.163463,-12.50271,0.797926,0.016354,-4.13754,0.60795,0.751362,2.327958,-6.564372,-24.73568,3.50216,0.022199,1.663956,0.000491,131.2492,2.314258,10.17381,465.6696,8.006163,21.65186,-8.729954,f
126.9158,150.0499,140.8713,131.2009,144.0429,159.9246,115.1926,127.6774,45.14079,197.1862,0.788854,143.3281,162.1539,200.3438,36.24277,-3.770877,1222.934,14.64364,-5.889761,-13.50667,0.788854,0.019012,-5.472239,0.729917,0.7497,2.305531,-3.35131,-29.69833,1.937536,0.025162,2.161136,0.000633,85.36954,2.293766,13.07682,331.4427,7.185845,18.2305,-6.941211,f
108.0177,125.6639,121.7838,116.0793,124.3858,129.4746,90.31327,111.8789,52.86679,248.636,0.775198,122.5642,121.1735,210.0888,40.43115,9.32821,1563.406,33.7668,7.506274,-0.987212,0.775198,0.028586,7.839128,0.721808,0.747131,2.086069,5.831997,-18.89487,16.21475,0.038687,1.818725,0.001497,32.84793,2.098194,24.53033,388.4619,-6.528723,19.75021,0.577565,m
108.0308,121.7556,117.5507,115.3373,118.2399,123.0445,107.7679,112.1444,33.01583,139.8366,0.770996,114.4595,123.0879,141.8466,27.14403,6.73086,722.89,31.77653,3.392991,-5.234601,0.770996,0.029693,3.222021,0.733827,0.749211,2.119559,6.078875,-21.76909,10.78292,0.042739,1.661598,0.001826,81.10255,2.126577,10.4927,200.2798,-1.102077,14.21189,1.944816,m
155.27,185.67,169.9788,165.3141,171.7735,186.2222,139.4336,158.4293,55.07346,218.4251,0.822375,152.337,165.3076,225.9533,46.32823,-16.60592,2143.424,8.01149,-19.15601,-29.15865,0.822375,0.016346,-18.92951,0.752504,0.784744,2.297512,-3.579855,-47.26741,-10.06188,0.021949,0.829595,0.000482,96.17372,2.278118,15.92256,463.7567,7.901963,21.54568,-10.17151,f
171.0459,222.5146,171.352,171.8842,183.3108,215.4121,152.6409,157.2643,54.22177,246.4754,0.829443,222.6874,217.3654,247.7773,57.86144,-27.46856,2450.368,5.506774,-20.17112,-29.70505,0.829443,0.017391,-20.79615,0.757687,0.787586,2.27877,-15.67215,-48.05119,-10.44239,0.022079,1.354218,0.000487,116.4809,2.265495,26.23807,464.6813,-5.514803,21.60515,-15.29987,f
120.6635,142.8254,125.3152,118.3596,136.6741,165.6527,113.1816,117.0837,34.31863,178.2581,0.809678,133.0268,147.8511,179.684,35.96914,-6.362606,1242.266,28.06334,-2.100931,-6.781984,0.809678,0.028531,-1.385596,0.736952,0.761403,2.210066,3.021312,-29.55074,2.298115,0.037113,1.520959,0.001374,108.0316,2.203319,8.530158,266.0484,-3.035131,16.31368,-1.795356,m
116.4399,138.4931,124.7171,119.0531,126.8575,140.9041,107.6768,116.234,40.05773,153.6545,0.786138,134.6187,139.9676,155.531,30.65036,0.623213,828.3271,21.18141,-0.002003,-5.884833,0.786138,0.02774,-0.568467,0.734358,0.755592,2.234639,2.90481,-14.2104,5.033123,0.038501,1.217179,0.001476,103.6811,2.236813,4.89884,220.2201,-9.148034,14.8766,-0.517246,m
192.775,216.4092,206.1798,200.235,209.3689,219.0859,190.0625,193.972,62.60085,285.1513,0.851654,191.2345,199.1328,292.9927,48.06911,-8.352833,2309.841,17.18577,-11.37684,-21.82365,0.851654,0.018029,-10.07379,0.761178,0.818186,2.326013,-19.577,-40.73588,-1.143577,0.025079,2.304258,0.000629,66.40751,2.306053,38.64445,716.584,-2.710845,26.77945,-25.1784,f
175.9736,191.5145,182.3378,182.0376,189.5492,193.2295,174.4954,178.4562,50.78247,242.2051,0.846003,175.9661,187.3276,244.0477,39.10238,-3.833565,1528.996,18.09112,-9.670272,-16.93096,0.846003,0.012946,-10.62121,0.769411,0.809965,2.327219,-13.31782,-40.79097,-2.740744,0.016517,1.254631,0.000273,171.4543,2.313506,13.72291,407.8248,4.623347,20.19471,-17.90246,f
82.1743,115.329,91.64336,91.35565,92.55322,103.6024,39.93603,91.38314,30.529,125.5787,0.762994,74.2348,75.14845,126.8808,35.41187,12.39882,1232.596,49.07786,11.14705,1.873167,0.762994,0.02011,7.843729,0.240637,0.702131,2.261287,1.707242,-9.382115,17.0038,0.028654,1.07831,0.000819,0,2.260217,7.726653,254.2411,-14.64905,16.00496,-6.912483,m
99.55043,121.3719,111.7435,108.2226,101.7838,117.0244,78.05255,108.9188,33.94851,147.6724,0.761243,99.16779,63.03957,153.071,32.16051,3.196951,1034.249,25.3039,4.285068,-2.878389,0.761243,0.019643,5.275632,0.460109,0.716396,2.254659,2.837799,-16.13667,11.32898,0.027293,1.277072,0.000745,0,2.251463,8.690735,257.7554,-13.71212,16.13446,-6.516259,m
201.7018,231.7292,220.5295,214.405,220.114,234.7312,193.0406,207.6852,70.36342,260.9864,0.846831,213.2371,220.559,264.3079,46.1022,-21.80604,2080.646,8.22762,-17.58423,-25.448,0.846831,0.017033,-16.7462,0.773371,0.806383,2.288725,-18.00237,-50.65926,-7.758871,0.022705,2.299758,0.000514,159.3822,2.286921,16.96348,674.8915,-1.827029,26.04782,-19.80486,f
212.77,251.7323,240.043,230.4198,231.6097,254.9585,187.1807,217.8711,73.20609,279.8135,0.865289,202.3433,219.376,283.619,56.28956,-19.00892,3131.993,16.05571,-20.38847,-32.43894,0.865289,0.020091,-21.58119,0.779643,0.814844,2.316545,-16.86202,-51.02041,-10.66138,0.028525,2.571678,0.000812,74.29246,2.316795,26.83751,848.2017,0.549874,29.13787,-23.32355,f
112.9554,156.5386,184.8868,123.7617,179.6663,184.8868,62.38459,184.8868,41.83838,184.8868,0.722062,95.70068,187.6699,156.8751,41.59635,-5.655519,1614.475,14.15141,-4.766728,-12.46604,0.722062,0.02019,-2.12326,0.591001,0.658831,2.322726,-8.011365,-41.70725,3.199305,0.027015,2.202404,0.00073,160.4597,2.318052,15.51685,635.1497,-1.654961,26.24048,-13.44647,m
128.7377,169.5628,168.4821,128.9723,170.0838,190.7097,91.32835,168.4821,54.03693,199.5465,0.737712,150.2063,167.7911,200.5995,51.85955,-8.897947,2519.608,18.44788,-0.029858,-7.861471,0.737712,0.023233,1.514724,0.571243,0.647608,2.309287,-11.38535,-29.0281,9.692029,0.028776,2.827428,0.000824,0,2.307479,29.19595,1120.533,-7.642686,34.73849,-13.00392,m
166.7375,205.815,203.2852,190.8838,195.9184,208.0902,133.0262,194.2584,61.51022,236.9767,0.821161,170.128,176.2599,245.0427,55.66054,-7.477622,3094.193,18.372,-3.982583,-12.20166,0.821161,0.017664,-3.603877,0.670724,0.740757,2.328435,-7.527202,-32.11837,3.188221,0.023691,3.68053,0.000561,0,2.31962,34.04476,1008.741,-5.212516,31.89772,-12.68889,f
202.2025,258.602,227.7389,222.9779,229.4613,242.1313,160.551,208.0446,67.13438,270.8909,0.824947,239.4757,250.3817,271.6213,65.44964,-17.24744,3814.126,20.83343,-7.48291,-14.3861,0.824947,0.015459,-6.180537,0.677288,0.743987,2.309929,-14.34408,-35.09023,0.054811,0.01995,1.747066,0.000397,200.5022,2.30054,20.6153,1104.671,-6.669789,33.30781,-15.62696,f
95.81842,118.8502,117.3246,114.0199,114.4914,117.3246,79.61278,113.2422,32.0833,119.1475,0.728265,113.4955,108.2651,120.328,30.48697,4.378954,815.3758,25.98626,4.543574,-2.197905,0.728265,0.02488,4.519669,0.570843,0.638209,2.287858,-0.989998,-17.35161,11.34326,0.031683,1.264323,0.001003,61.84437,2.284162,7.842978,258.9481,-8.225506,18.0237,-7.001349,m
91.03201,116.9218,113.4083,106.1827,109.5335,114.7017,70.63272,113.4083,34.27626,124.7751,0.742124,78.90292,94.44106,129.8815,33.46059,-5.437988,1068.441,21.82901,-0.130546,-8.323869,0.742124,0.026173,1.233942,0.653779,0.687948,2.292145,-12.37581,-26.09457,8.793109,0.033065,1.437179,0.001093,0,2.287577,7.868014,399.7264,-14.24649,19.99375,-13.10645,m
205.3917,252.288,249.771,235.9866,246.8363,261.4055,169.2155,239.1321,75.34586,274.3423,0.834136,224.796,236.382,284.4688,65.24937,-27.13538,4130.468,19.15209,-13.60328,-26.04058,0.834136,0.022828,-16.09205,0.695893,0.785873,2.282681,-12.16352,-58.59865,-1.092068,0.029661,2.332825,0.00088,187.4937,2.270995,27.09038,1409.852,-4.252849,37.55998,-12.28018,f
224.5778,269.1261,248.8787,249.2811,236.2838,263.4154,189.467,239.72,71.37912,293.8812,0.825092,202.337,182.8184,295.6565,63.0126,-10.06623,3803.808,17.4636,-13.49304,-23.3178,0.811842,0.021293,-14.44153,0.719707,0.779696,2.309466,-5.61615,-44.40052,-4.318185,0.026641,3.120662,0.000709,0,2.305751,53.71581,1157.803,-8.249761,34.03392,-10.08243,f
196.6311,222.2312,195.0235,197.7698,196.8246,213.7252,174.144,172.1944,50.54641,269.2987,0.857828,191.4845,187.6441,273.2251,43.48316,-14.71873,1881.888,14.95217,-11.64108,-17.37586,0.857828,0.013293,-12.13972,0.800068,0.824123,2.298266,0.919303,-32.46246,-6.344172,0.018351,2.13582,0.000337,108.5067,2.287608,21.44507,239.0248,6.093447,15.47651,-2.535972,f
171.4407,203.4731,183.3516,179.1155,183.1308,210.0906,151.9905,161.2842,58.36551,308.3731,0.871163,204.6256,205.5025,239.3202,49.42102,-13.68859,2072.021,35.03843,-7.677708,-15.23627,0.681866,0.022171,-6.791895,0.787938,0.811383,2.273128,1.355275,-38.04155,-0.163182,0.030149,2.962568,0.000909,0,2.26115,34.99996,417.6853,11.83185,20.55591,-6.242102,f
97.04769,112.0644,106.7116,102.6333,103.735,110.1705,95.56955,97.8554,68.20094,121.6549,0.769986,96.23776,103.6008,128.3854,27.79386,-10.13181,772.2773,18.24061,-6.89402,-14.4788,0.769986,0.034606,-6.89262,0.722915,0.741469,2.277874,10.52268,-44.36958,2.371611,0.047765,0.864583,0.002281,0,2.251324,21.35984,311.6313,6.371588,17.70088,3.758713,m
93.69011,112.2878,104.955,103.5346,101.4242,109.8032,88.01907,96.27246,25.82161,122.1012,0.769691,107.085,97.18764,124.6943,26.181,-5.978335,625.0295,23.08909,-3.926433,-11.50786,0.769691,0.032769,-4.557782,0.717586,0.741407,2.265267,4.136951,-31.22663,4.559865,0.044105,1.438067,0.001935,0,2.247896,6.968267,130.6388,3.764961,11.49877,-0.945812,m
219.2716,263.0547,0,262.7651,13.17554,0,197.3951,0,70.17944,263.4363,0.755051,137.9802,-23.94979,263.3503,66.8246,7.140002,1381.663,13.62184,-2.035115,-6.948152,0.533363,0.025765,0.176681,0.487203,0.598403,2.270751,0.87032,-32.06422,5.19792,0.03348,-4.408729,0.001106,0,2.272925,119.6736,495.5882,6.116742,26.41023,-8.317049,f
0,0,0,0,0,0,0,0,0,0,0.669287,0,0,0,0,0.886092,0,16.13655,0.799057,-4.042395,0.669287,0.022176,1.681462,0.439801,0.46657,2.330835,-1.321309,-30.60917,6.951896,0.028603,0,0.000817,0,2.328512,0,0,7.771489,0,-3.732392,f
83.73537,104.4766,94.84896,93.04961,96.12762,102.3575,63.67336,92.83749,28.85303,114.276,0.762052,83.42475,90.29385,114.965,26.0617,1.824068,679.1796,22.31056,1.852714,-5.16707,0.762052,0.028648,1.806412,0.473952,0.723278,2.281423,1.539837,-15.75156,8.272642,0.03963,1.21414,0.00157,0,2.270299,6.315559,216.7268,-4.250875,14.72289,-0.636264,m
87.68483,100.9765,100.4444,98.03787,99.14581,102.7019,89.75886,96.73773,27.87906,107.3753,0.744868,84.99198,90.98489,108.3835,22.24259,1.277501,492.2816,27.68885,4.27628,-3.465123,0.744868,0.026029,4.234455,0.566267,0.728038,2.286005,2.371583,-21.76115,12.91422,0.03593,1.271983,0.001288,86.3598,2.284173,5.569473,149.2565,-4.959661,12.30894,-2.678072,m
109.2171,141.1366,115.2377,107.5232,118.4866,140.9294,94.61797,100.3405,37.53304,166.4147,0.78313,97.62639,102.3526,169.5848,36.24178,6.049067,1268.155,27.54646,5.392222,-1.031613,0.708788,0.02479,4.166042,0.707567,0.737868,2.250853,4.949375,-9.277678,10.1538,0.032546,1.40676,0.001059,0,2.231714,16.76268,300.7041,-0.882911,17.36081,-1.054365,m
115.8052,137.4661,134.1597,124.8666,137.3425,144.3372,92.08979,124.5535,43.54914,181.0074,0.790768,112.3806,149.3458,184.3436,38.36094,3.017724,1467.609,19.38212,4.76408,1.229277,0.695589,0.031845,4.308172,0.706585,0.751296,2.266167,4.126844,-8.871881,8.167626,0.042648,1.223119,0.001818,113.4189,2.255555,8.010963,390.9679,-8.342159,19.796,0.052527,m
110.0437,134.0494,122.0499,116.4445,131.1296,139.2768,76.8131,115.9903,50.18396,218.2554,0.763744,140.9987,149.1799,217.8646,46.82481,5.379759,1867.131,31.27097,9.586923,3.995991,0.763744,0.022992,9.473176,0.444512,0.706196,2.279826,-5.161904,-18.94324,14.9206,0.030403,0.663877,0.000922,110.9434,2.281862,22.13761,391.8493,-6.657748,19.81926,-2.416333,m
126.4443,145.4388,133.7976,136.4159,136.4169,143.7341,117.2148,126.5084,50.76299,197.5707,0.801208,140.5491,139.2733,205.8918,40.25035,9.41185,1552.651,39.56267,11.75249,4.56374,0.801208,0.029127,11.51277,0.471823,0.727458,2.282896,3.715694,-14.60052,18.85667,0.037391,1.878278,0.001398,44.23357,2.274038,14.42652,443.2018,-11.89268,21.18643,-2.843004,m
102.5694,132.2393,129.4344,119.5675,126.0631,130.5309,68.25287,121.8388,43.88283,156.6768,0.748678,95.6133,115.5524,165.3905,40.26416,3.988207,1604.554,24.12531,4.300926,-2.78628,0.748678,0.027027,4.343382,0.455423,0.693433,2.295058,-3.903496,-22.7435,13.25205,0.035715,1.703665,0.001275,0,2.289151,10.71678,447.8318,-5.343997,21.34992,-11.20733,m
121.8009,155.3234,131.372,120.8381,129.8244,146.8825,96.42867,117.2899,41.62114,189.2938,0.782645,150.2035,130.9106,199.1208,44.34875,-0.015201,1694.63,23.14334,1.016285,-5.526862,0.782645,0.02892,0.404446,0.681987,0.725664,2.294802,-7.703799,-32.5503,8.14257,0.038461,1.715516,0.001479,0,2.283459,15.29247,367.2041,-9.513293,19.23838,-9.780787,m
157.9835,200.3558,148.9604,163.2291,162.526,181.1171,134.365,148.9604,59.58599,233.1781,0.832936,191.5117,197.3994,235.2335,51.62912,-15.2741,2285.043,17.68555,-5.750741,-16.42101,0.832936,0.021302,-5.326059,0.562314,0.758964,2.347426,-6.316259,-30.61492,3.952788,0.029781,2.469466,0.000883,126.3745,2.312755,33.73373,496.739,-1.834257,22.50692,-10.44932,f
181.4055,203.8328,187.3359,188.843,188.6115,199.4326,176.3662,173.8288,53.52119,245.6763,0.834627,207.852,200.04,250.1128,43.41615,-14.22059,1649.812,16.09125,-8.766358,-16.0428,0.834627,0.020981,-10.08828,0.777429,0.803055,2.34879,-7.97422,-24.4837,-2.595421,0.029244,2.48785,0.000853,112.0134,2.336996,24.49107,366.2632,-0.611243,19.15097,-18.95526,f
158.2395,191.2639,184.6858,179.9437,179.4323,192.4105,129.5881,170.6708,59.09678,218.4531,0.823928,185.0731,204.4772,221.5284,46.26298,-6.009614,1897.072,17.15826,-1.847721,-7.942569,0.823928,0.019551,-0.71032,0.469954,0.777914,2.303149,-3.871236,-26.85371,5.320981,0.025678,1.610891,0.000659,139.7881,2.287327,13.36094,771.7747,2.211242,27.82837,-9.457421,f
173.1575,219.9897,204.5762,182.0158,198.3583,219.9715,138.1449,172.9755,59.96992,278.9691,0.82128,181.3178,213.9193,288.0167,59.07612,-2.579508,3467.538,18.43741,-8.769244,-20.04764,0.82128,0.020966,-8.015727,0.657584,0.767821,2.306659,-9.089296,-41.78927,3.592521,0.026273,1.81814,0.00069,137.7191,2.293073,15.55895,828.8761,1.946392,28.83407,-12.0454,f
98.7857,119.5729,107.5327,107.6948,107.4601,119.6665,83.2095,103.9476,31.89646,134.2361,0.775832,112.7974,94.96978,130.1565,28.92162,-6.727365,770.238,13.80625,-3.225026,-8.128052,0.775832,0.022761,-3.905356,0.700648,0.74584,2.255955,-5.996171,-21.65288,1.642331,0.03016,1.52868,0.000909,0,2.254689,10.5787,231.2717,-2.206892,15.27098,-6.889095,m
95.1617,111.2113,107.438,104.7156,103.5664,111.6583,96.1059,99.09983,30.23406,121.2566,0.775175,100.1446,99.90363,123.0747,25.81442,3.130827,658.0272,25.77868,-5.320316,-12.56137,0.753913,0.016399,-7.126301,0.719745,0.747723,2.238744,-3.643673,-26.13975,2.248854,0.020679,1.366838,0.000428,0,2.233423,7.873713,189.7734,-7.027964,13.82454,-8.3069,m
173.5324,204.2569,189.8311,184.707,188.2265,203.3561,173.3188,179.9181,57.35915,215.866,0.848826,194.8225,193.7119,220.6543,43.86318,-14.39944,1771.133,12.41777,-9.127466,-14.97055,0.630851,0.01564,-9.683517,0.762832,0.80984,2.310342,-13.32272,-25.30094,-4.568479,0.02066,3.164006,0.000427,32.4123,2.303782,33.10038,507.2723,-5.846671,22.69158,-17.6939,f
186.5199,208.3186,198.2188,198.3824,197.6226,204.6556,186.2983,189.698,57.53415,230.2893,0.836132,194.4057,193.7655,231.2632,41.28827,-15.84553,1683.839,1.290814,-17.02745,-22.96436,0.263943,0.009239,-17.07816,0.786803,0.814237,2.308441,-11.96578,-37.21835,-11.88272,0.013601,2.510201,0.000184,136.8332,2.298664,29.77758,413.9684,1.852407,20.39197,-17.20876,f
168.9807,207.1077,172.4532,170.694,183.0387,209.0131,153.6586,158.7731,54.93734,245.32,0.839021,149.4852,156.7804,247.3904,51.01769,-16.07515,2474.961,8.114379,-12.33455,-19.75501,0.644737,0.013387,-12.12967,0.756356,0.786756,2.277163,-17.14123,-35.33604,-5.264094,0.01791,2.056212,0.000318,148.8667,2.262829,22.87542,496.1394,-1.152764,22.35739,-21.81736,f
154.8272,181.0804,171.8439,165.2547,174.5698,183.3818,151.1776,161.8134,52.91843,218.5478,0.811006,154.4601,167.1616,220.9424,43.21606,-8.883882,1867.583,28.17597,-4.635955,-13.48578,0.587068,0.014867,-5.77685,0.74094,0.76999,2.297421,-5.068507,-28.15339,3.646729,0.019329,1.155504,0.000374,147.2023,2.28698,10.28534,483.4658,-12.43035,22.03626,-14.42021,f
160.1408,169.5193,163.753,152.7777,186.0248,200.0894,132.0059,151.901,94.59631,447.9007,0.822517,157.4301,180.4103,498.4458,77.76709,6.932533,6045.257,21.53734,3.793054,-2.10603,0.375509,0.020583,4.21599,0.737661,0.774835,2.210844,-2.295015,-18.22394,10.13238,0.027141,0.637737,0.000736,133.2178,2.197274,103.6678,1011.509,-16.50791,31.82115,-6.237599,m
