@attribute F0finEnv_sma_de_linregc2 numeric
@attribute lspFreq_sma_de[5]_linregerrQ numeric
@attribute F0finEnv_sma_percentile1.0 numeric
@attribute lspFreq_sma[7]_amean numeric
@attribute F0finEnv_sma_de_linregerrQ numeric
@attribute F0final_sma_de_linregerrQ numeric
@attribute mfcc_sma[12]_amean numeric
@attribute F0final_sma_de_stddev numeric
@attribute mfcc_sma[14]_quartile1 numeric
@attribute gender {m,f}

@data

125.5054,147.7137,143.555,140.5953,139.6808,149.106,105.8419,135.832,40.80443,158.1822,0.806237,122.5334,128.1624,160.5045,33.4609,-2.748944,1116.663,22.65962,-0.192721,-7.093441,0.476306,0.024363,1.423946,0.749473,0.777474,2.195046,-5.038307,-33.39146,7.746882,0.032249,1.882621,0.00104,0,2.18161,11.30796,303.0156,-12.04401,17.43433,-7.371105,m
132.9661,178.8422,128.4452,125.4218,143.0063,173.4663,110.5974,121.4576,43.54321,191.433,0.818566,112.572,129.1654,225.0874,48.7607,-16.20273,2237.671,11.8629,-8.992826,-19.1139,0.433044,0.025428,-8.077762,0.731952,0.762293,2.323511,-7.71559,-32.06548,1.549212,0.034925,1.051633,0.00122,109.2975,2.311978,16.37927,351.2197,-14.16961,18.74086,-13.645,m
115.8779,136.0428,131.3409,124.7306,115.2767,139.8316,98.40144,116.4946,42.21727,194.2267,0.801099,119.7286,63.48807,177.7303,34.33364,-5.751495,1173.798,25.87314,-5.747756,-13.30613,0.603311,0.024755,-5.899949,0.690706,0.744897,2.337659,-3.65532,-35.10955,2.781917,0.033298,1.584999,0.001106,0,2.326054,14.84603,339.8458,-12.6226,18.50574,-15.88251,m
151.6112,168.7094,164.0678,160.9003,170.0682,171.5493,151.1733,157.6579,56.75595,240.1303,0.814844,173.543,169.8248,240.2255,43.30505,-17.99458,1713.667,9.251875,-12.59693,-20.65003,0.603733,0.013481,-12.22842,0.756867,0.781525,2.321935,2.095534,-36.93818,-3.622041,0.01827,2.242161,0.000333,125.6528,2.295121,15.6156,449.2373,-0.947769,21.2281,-10.1452,f
159.1666,181.8814,176.177,170.285,173.6143,181.3618,152.0282,165.4125,48.42729,230.791,0.816841,163.4814,169.3971,254.5063,41.52644,-17.77412,1718.182,5.53476,-13.54903,-20.40685,0.392756,0.0134,-12.45533,0.749296,0.77673,2.31178,1.163337,-37.68456,-7.183048,0.017595,2.209262,0.000308,143.4661,2.287499,24.04995,465.1235,1.329682,21.6435,-8.38574,f
0,0,0,0,0,0,0,0,0,0,0.569667,0,0,0,0,-7.412669,0,22.07679,-2.562329,-12.09681,0.569667,0.016625,-2.926839,0.177842,0.434986,2.427356,-6.121465,-30.1702,8.318227,0.022286,0,0.000496,0,2.466362,0,0,8.628387,0,-7.136211,f
0,0,0,0,0,0,0,0,0,0,0.558372,0,0,0,0,0.083601,0,20.64929,0.173547,-6.93065,0.558372,0.015164,0.972225,0.011467,0.166757,2.502155,-2.25809,-33.60102,8.789061,0.019288,0,0.000372,0,2.507656,0,0,3.445861,0,-8.091887,f
227.0898,267.1418,235.9681,228.1864,243.9197,284.7182,184.6968,203.9582,68.70774,350.1506,0.874126,191.6826,224.8504,352.9215,67.47557,-18.50933,4130.775,10.68628,-12.84665,-21.40973,0.874126,0.022587,-12.71162,0.772995,0.817231,2.301122,-14.35036,-39.94091,-5.676796,0.031094,2.676602,0.000965,153.1149,2.301615,36.76484,758.9576,-7.239068,27.71173,-15.95916,f
215.0482,258.2945,208.7563,225.5062,210.0633,253.5986,190.1183,187.6402,73.13722,275.3859,0.869218,209.6086,172.899,277.7496,57.12603,-3.593204,3253.422,15.84914,-7.543777,-16.33706,0.869218,0.020087,-4.415143,0.771304,0.805683,2.255671,-5.799587,-34.8737,2.373033,0.027377,2.548941,0.000747,0,2.243775,58.61382,679.3622,-5.181823,26.20803,-15.04204,f
179.2894,207.9574,195.249,187.4263,195.6048,207.8098,179.748,182.5778,55.29834,223.2062,0.830096,187.2607,205.7252,226.685,43.96155,-1.839765,1911.216,26.02448,2.067582,-5.860038,0.830096,0.013219,0.883774,0.741958,0.787724,2.226531,-13.47537,-16.36544,9.417236,0.018578,1.717317,0.000345,179.2399,2.210522,12.74135,586.848,-18.11484,24.29526,-14.3158,m
186.134,213.4268,199.0769,194.4547,203.7912,217.4394,182.3603,191.3734,53.3079,236.8262,0.828471,188.469,205.3518,237.7198,42.84253,-1.0655,1833.649,20.61869,-1.815469,-10.19016,0.828471,0.012893,-2.454368,0.759284,0.788012,2.203537,-14.98035,-21.66184,4.896941,0.017366,1.749651,0.000302,177.2396,2.19452,11.98232,536.378,-18.31162,23.23021,-16.72336,m
120.2201,151.6909,130.4777,122.7236,133.2751,155.2946,96.91592,116.2368,43.32803,173.6472,0.805279,129.0901,135.6105,174.9811,39.30082,10.11623,1518.088,30.35079,3.80344,-2.806639,0.805279,0.019078,3.623355,0.722479,0.753785,2.218647,6.886804,-32.40368,11.57754,0.024709,1.528123,0.00061,0,2.207565,20.102,298.2445,-3.202907,17.27262,-0.616836,m
123.3749,142.3545,137.0892,135.5365,136.1637,142.3082,117.4797,132.4407,37.01958,155.8823,0.801151,122.7514,138.963,157.7304,31.46794,8.906896,990.1003,25.00882,7.740962,2.870685,0.801151,0.019612,7.828146,0.742706,0.767163,2.189047,4.995356,-16.82724,14.16651,0.026276,1.123585,0.000683,115.6042,2.196929,6.494284,250.3845,-8.979856,15.86613,0.086549,m
154.8319,193.4998,165.4377,166.2133,164.8377,191.3408,126.9446,157.8013,51.9709,200.2136,0.825544,177.028,160.2701,205.9732,46.97433,-9.55325,2039.737,14.56249,-5.55124,-12.61658,0.825544,0.022621,-5.239218,0.459631,0.775408,2.321333,-5.743669,-28.8943,3.468853,0.028937,2.530442,0.000837,0,2.318639,25.03765,618.6958,2.649374,25.02048,-13.10143,f
163.9219,190.0855,172.7515,171.5387,173.2699,190.4677,158.7414,163.27,51.87458,229.2175,0.83699,180.0574,166.4092,232.3868,41.17362,-10.09877,1607.73,19.57287,-9.137409,-16.95785,0.83699,0.02214,-11.00051,0.771745,0.801987,2.31728,-9.317638,-29.64458,-1.452591,0.027972,2.096644,0.000777,0,2.302169,21.92868,465.1107,5.066834,21.64429,-13.23326,f
120.8177,146.5258,136.6778,131.1751,134.047,149.6279,101.2295,125.1307,42.28407,179.0486,0.760666,116.7853,115.5231,179.8722,37.09905,3.893959,1370.86,24.88819,-0.123052,-8.909019,0.760666,0.023799,-0.202109,0.464659,0.724508,2.23907,6.34223,-24.81533,8.07012,0.031712,1.198046,0.001005,0,2.249925,13.05243,443.6341,-4.65473,21.11094,2.455748,m
129.3676,153.0186,140.2595,140.2614,140.4028,156.3875,125.7348,127.663,41.59918,172.0012,0.785216,135.3508,147.1958,173.9738,38.28542,4.117024,1453.716,26.72805,8.114434,1.925998,0.785216,0.025618,8.513357,0.724323,0.744926,2.257545,3.738313,-13.94883,14.53478,0.034225,1.248892,0.001171,98.22213,2.256051,7.21063,335.6772,-10.54692,18.36417,2.132917,m
128.5794,154.4927,151.4658,144.4796,153.7663,169.1114,97.34609,143.1353,46.67162,186.847,0.795596,136.8988,143.4424,194.1092,44.06199,-0.336058,1918.127,15.53506,-2.291259,-8.897476,0.795596,0.023255,-0.166016,0.484259,0.736075,2.267876,-0.900747,-32.00373,5.136312,0.03178,1.851514,0.001006,46.15492,2.251771,17.83012,539.3058,-5.287404,23.27762,-10.47315,m
142.3971,177.6387,162.0532,152.1241,164.9769,174.6067,105.3779,150.3405,46.06752,205.9361,0.801276,182.3426,185.2912,206.6282,48.50379,-4.820467,1814.694,20.31129,-0.582571,-7.622377,0.801276,0.019354,2.331209,0.486167,0.753753,2.243569,-11.88192,-32.65081,8.182454,0.025017,1.414783,0.000619,146.4375,2.21786,10.42124,467.4923,-5.715851,21.66492,-12.25654,m
243.5305,288.4622,262.2379,267.7937,259.7124,312.1957,211.1762,217.0977,73.78004,343.7522,0.876693,230.9588,271.9507,350.6332,69.03921,-6.878828,4713.157,20.74644,-5.267322,-15.1412,0.876693,0.016404,-3.627496,0.718861,0.811971,2.29662,-8.795589,-32.37656,3.195618,0.022314,3.091811,0.000498,15.1678,2.286396,33.97463,814.4493,-2.052987,28.59044,-14.96935,f
205.8506,252.983,246.1734,227.5743,234.1921,263.133,174.9506,214.6919,73.36928,288.3675,0.848452,247.7172,287.8282,292.277,66.46709,-7.011968,3827.671,19.63168,-2.551896,-10.23968,0.848452,0.019844,-1.508412,0.605702,0.769179,2.278026,-15.89739,-25.02758,4.830951,0.025885,3.199562,0.000668,131.8642,2.264752,42.92909,1164.439,-4.434124,34.19077,-20.66737,f
165.7548,202.0137,196.8121,188.6361,193.8953,205.2999,134.7406,188.6973,56.39116,211.3663,0.80977,187.375,204.6414,211.8359,48.67014,-12.02122,2210.395,20.99218,-2.030868,-10.87467,0.80977,0.017025,-1.300532,0.244498,0.748927,2.2838,-4.447765,-28.53547,6.823389,0.021424,1.739296,0.000459,173.9736,2.282242,15.23701,827.1349,-0.154151,28.8308,-8.647209,f
160.3561,198.4416,192.8538,188.1586,185.1408,199.8137,131.3546,185.4698,56.47899,217.2318,0.810704,175.9932,195.5127,218.659,58.00735,-4.642668,3282.469,18.73319,-3.230737,-9.256495,0.810704,0.014524,-1.677788,0.537734,0.762674,2.300325,-4.387292,-36.2905,4.405808,0.01944,1.405107,0.000378,80.11418,2.288898,29.1242,609.925,1.780899,24.74249,-8.638327,f
139.1631,179.0117,169.7032,142.3035,163.447,192.4124,117.5701,132.5458,56.96864,202.8459,0.813418,160.0721,179.639,213.6901,46.71746,-19.55448,2032.906,7.461084,-10.29774,-18.04424,0.813418,0.024227,-8.487019,0.491679,0.760799,2.31376,-5.093946,-35.20629,-1.687942,0.03067,5.030677,0.000941,0,2.307844,35.65114,738.9237,4.091752,27.42145,-6.563905,f
141.8684,163.446,144.2585,144.1918,153.3033,167.2593,135.7003,137.7478,43.48779,216.0445,0.819396,145.8917,158.6911,219.2082,40.36093,-10.60021,1623.553,13.72616,-11.61308,-21.73867,0.819396,0.020426,-11.6475,0.735001,0.764283,2.300189,-7.127526,-38.19748,-1.198293,0.026965,1.602517,0.000724,119.0457,2.282997,8.853891,322.7188,3.818994,18.02848,-8.996893,f
108.2586,121.948,120.8652,116.7626,122.9456,125.2059,87.80681,116.4658,40.40618,155.5218,0.778479,99.83618,117.0238,161.7525,32.16886,-1.774509,1010.988,30.31255,-4.891935,-13.24168,0.778479,0.025879,-4.644565,0.729351,0.749004,2.27767,-5.368227,-27.35283,2.35553,0.035946,1.537591,0.001291,50.56661,2.269479,9.187896,278.6106,-3.163722,16.72838,-12.06867,m
119.5717,140.7294,128.9546,123.3663,121.8387,139.0486,110.4877,118.7515,38.79986,147.7384,0.79112,115.5504,101.7173,150.4944,28.31589,-4.801576,796.34,25.77543,-2.077798,-12.54818,0.79112,0.023329,-0.717731,0.735523,0.757559,2.295868,-8.791954,-24.04927,6.091671,0.02952,1.667974,0.000866,0,2.289506,15.90703,230.7076,-8.154508,15.28419,-14.89915,m
151.8372,179.477,165.2253,154.8918,172.2475,199.2474,129.2408,149.7599,53.25037,221.6893,0.842916,157.1332,187.003,226.1028,46.31295,-10.45997,2135.426,20.45931,-5.885364,-15.81946,0.842916,0.021289,-5.284338,0.736576,0.77942,2.358799,-9.316641,-33.52919,3.791674,0.028171,2.1827,0.000793,126.082,2.343507,14.79622,545.6485,-1.115447,23.36811,-17.11707,f
172.0411,205.5847,182.6926,170.5942,187.2525,209.3179,151.6699,162.1345,62.28525,273.2629,0.833456,195.8362,212.6405,281.6664,51.20612,-13.64479,2431.784,17.78403,-8.357245,-14.52173,0.833456,0.019389,-6.563859,0.750428,0.7833,2.354203,-8.287064,-47.36689,-0.873265,0.026947,1.309307,0.000726,151.9857,2.34744,18.41347,540.2661,-2.904293,23.28328,-14.13768,f
113.886,139.1911,133.5961,122.2168,134.1579,146.5156,92.97956,125.0518,39.23057,162.7307,0.797896,121.0702,132.7994,168.0774,34.53108,2.760426,1174.987,28.55398,4.187377,-1.424497,0.797896,0.023839,4.63827,0.714782,0.758121,2.296919,-4.434155,-20.65398,9.940382,0.031328,2.29859,0.00098,89.53928,2.284083,14.58889,370.1921,-0.720881,19.27443,-6.826405,m
112.137,134.9013,133.9714,122.0181,128.7601,139.1694,96.90112,120.2201,41.89985,161.4037,0.791329,131.8753,142.3036,159.3292,32.33595,-1.6773,914.5501,28.17044,1.587164,-6.236404,0.791329,0.020001,1.256448,0.726172,0.757374,2.257831,4.137657,-18.83331,8.346222,0.026629,1.768844,0.000708,96.29819,2.245453,19.23911,280.3512,-0.872357,16.78661,-2.502248,m
195.3217,225.1313,215.8322,206.184,222.1079,231.6326,170.1482,206.9874,76.29655,386.8005,0.843564,208.8446,219.0872,366.0885,61.58666,-34.56116,3731.477,14.05129,-24.22997,-35.58045,0.843564,0.027281,-26.21326,0.768821,0.798633,2.307442,-18.18404,-50.02249,-14.57968,0.036055,2.295404,0.001298,167.8594,2.289747,71.32972,952.825,-3.085401,30.91475,-16.93971,f
192.0729,227.8444,215.0805,193.8117,215.9864,233.8187,169.0089,189.7139,63.2813,323.8284,0.850446,255.9828,265.325,328.0544,67.09542,-34.49467,3129.709,-9.314724,-31.63276,-39.84803,0.608247,0.022656,-30.47723,0.761684,0.806725,2.333991,-11.90925,-64.78964,-22.30479,0.031334,2.414295,0.000981,92.71116,2.32713,28.39241,655.5571,4.381321,25.62638,-20.41034,f
169.478,181.1324,158.7238,146.4528,183.7449,191.3563,124.4684,128.8366,123.7794,552.0029,0.837346,149.3275,175.6611,609.1354,104.4877,-14.79028,10781.33,26.54898,-11.1238,-19.26642,0.379953,0.0258,-11.66293,0.761603,0.790781,2.149945,-6.091651,-41.8627,-2.943496,0.034626,0.873481,0.001196,121.3529,2.16477,187.0097,1123.466,-7.867939,33.51981,-9.739899,m
123.995,136.9958,132.4836,123.1162,143.9816,159.8326,102.4434,115.3,45.45786,254.805,0.793463,103.1614,115.491,260.2275,48.85519,-18.78951,2240.882,4.549942,-19.1811,-27.61979,0.55791,0.025587,-20.02345,0.736695,0.766503,2.212193,-9.067879,-49.63137,-9.09263,0.034728,1.863593,0.001205,98.97755,2.193625,34.39572,419.3212,-14.56795,20.48272,-11.6419,m
131.8528,151.6372,144.9721,134.316,151.3652,169.2082,125.5044,133.7275,40.752,203.8447,0.810567,136.2484,162.3622,201.447,33.80158,-3.25502,1136.052,27.18063,-3.157619,-14.67918,0.810567,0.033525,-0.771579,0.751011,0.774665,2.164776,16.16751,-48.39213,10.52483,0.043924,1.016625,0.001928,115.1572,2.16215,11.49039,301.7223,-7.614026,17.41019,0.421473,m
143.9906,172.1844,166.7321,157.4126,158.8461,172.187,119.2891,144.0272,49.36227,197.6311,0.812913,167.5939,182.114,200.4019,38.6325,-12.28918,1304.961,23.6658,-9.289557,-19.27605,0.812913,0.040573,-8.064813,0.74664,0.779763,2.19699,9.661585,-42.11155,2.107201,0.053238,1.383121,0.002831,117.7851,2.188133,12.06273,410.3353,-1.557057,20.26382,2.618335,m
199.1103,235.4289,231.9283,212.6692,233.2427,250.2097,180.8172,217.1669,68.37436,269.4504,0.840588,222.6682,248.8919,273.0949,53.49063,-12.47609,2674.407,18.7269,-7.482424,-15.29525,0.840588,0.017607,-8.048446,0.496761,0.762481,2.295283,-12.32416,-34.03516,1.780753,0.022979,1.754845,0.000528,190.3689,2.285842,21.8967,990.0403,-2.095075,31.50682,-16.75188,f
206.6533,254.4814,222.7746,234.5065,217.9272,248.6474,162.058,200.3086,74.56411,298.6239,0.830769,234.5859,228.3708,303.355,70.61604,-12.49733,4723.414,21.99566,-4.040871,-13.04578,0.830769,0.020944,-3.215127,0.487986,0.772815,2.315561,-13.49556,-41.20558,6.536913,0.027223,3.339011,0.000739,0,2.300745,48.55941,910.9449,-3.590493,30.33247,-16.09448,f
193.8383,233.3239,220.8148,204.5957,213.0158,233.2881,174.0986,195.8921,61.06311,291.9214,0.872627,231.0172,232.1083,249.2457,55.40237,-37.20254,2604.794,13.82165,-25.91377,-38.81272,0.714905,0.02263,-25.45906,0.786389,0.831704,2.297555,-10.42763,-53.0263,-16.01479,0.032912,1.777616,0.001082,152.6884,2.276784,34.81264,603.9471,7.488054,24.58916,-12.90656,f
207.109,238.0531,219.1443,216.9819,219.9022,238.2531,192.7946,200.402,54.24657,268.7913,0.871868,236.7803,243.1323,272.2428,48.60656,-28.15765,2067.084,-2.005814,-25.63025,-31.12862,0.236751,0.014937,-25.64635,0.819096,0.845289,2.286195,-13.97984,-60.85027,-17.9101,0.020714,1.895909,0.000429,184.5445,2.273989,14.92034,370.4564,5.365441,19.25552,-17.89535,f
82.97585,102.4471,97.95035,93.94312,98.34512,102.2945,64.47071,93.90122,28.19226,115.5682,0.763608,90.49256,104.9622,117.7937,27.1212,-1.623586,716.4796,23.33365,0.46102,-6.510841,0.763608,0.027685,0.575628,0.508077,0.721275,2.248057,19.21043,-26.61992,8.344022,0.038412,0.882604,0.001467,79.63712,2.249686,4.443262,223.196,-4.065632,14.96007,12.67071,m
81.6037,102.5872,93.1723,87.23709,95.79855,106.323,61.70566,87.63788,28.75976,115.5472,0.771627,84.10368,95.97636,117.839,26.46992,15.62488,698.5482,30.31407,6.551222,-0.740491,0.771627,0.03138,6.43944,0.679513,0.724791,2.212674,17.47468,-17.72045,15.27772,0.041199,1.410007,0.001695,70.27991,2.211873,6.163657,192.8858,-4.715652,13.92589,5.36199,m
173.8677,205.4412,183.6923,178.4659,183.6918,203.3606,154.7011,161.0443,54.27911,236.8434,0.87403,192.9175,187.0657,241.3154,41.94804,-19.92761,1637.67,30.77993,-5.225624,-15.47928,0.87403,0.019094,-6.628604,0.790386,0.829957,2.277674,-17.26665,-44.69436,5.599307,0.026858,1.116865,0.000721,145.0643,2.266974,17.20773,367.2567,-6.022914,19.16404,-22.37808,f
151.6784,180.2323,163.9627,165.3512,165.7576,175.0601,141.4967,154.8216,45.97353,197.7984,0.825756,143.2807,168.9621,201.8294,42.72876,-2.304963,1802.015,44.86682,16.27687,10.43662,0.825756,0.014485,17.90392,0.775352,0.807987,2.197243,-12.2895,-22.40423,25.66847,0.020403,2.356237,0.000415,131.2062,2.212253,18.42066,383.546,-9.904566,19.63081,-18.11282,f
90.87914,115.3056,94.10447,93.9885,103.8027,119.1358,79.10474,90.76586,27.44484,158.7854,0.780047,83.36945,112.2115,133.9278,29.59592,-2.775091,856.9005,24.46759,-0.94776,-9.652283,0.780047,0.034801,-1.934031,0.711601,0.736908,2.118937,12.45891,-34.39545,9.344152,0.045575,1.338504,0.002077,73.80215,2.112633,8.755031,169.8752,7.508885,13.03456,4.537848,m
85.07878,99.05426,92.17795,91.08517,92.26672,98.42265,73.51431,88.48669,30.42451,121.1302,0.759356,94.30536,92.8956,122.8637,26.10019,-9.899619,652.5229,18.87024,-6.415202,-15.63232,0.759356,0.043307,-6.977881,0.705805,0.735547,2.273182,5.469652,-34.75446,3.247072,0.059329,1.415976,0.003515,0,2.228988,4.979303,165.8692,0.028067,12.92227,0.538836,m
107.3708,123.8286,117.1502,113.8032,116.5001,121.6206,106.2886,110.9817,33.51414,137.9954,0.778039,99.74013,112.5527,139.3346,25.75273,9.341749,643.6376,42.943,12.12579,3.069514,0.778039,0.012478,10.87144,0.729003,0.748194,2.236103,2.161873,-13.18363,19.76007,0.017845,1.328983,0.000317,81.99343,2.233394,9.262283,184.5011,-2.347588,13.62943,0.51717,m
117.0513,129.3656,122.331,120.3453,124.191,132.5087,108.6829,110.3251,30.72623,178.9209,0.781531,127.7275,133.4461,185.5074,28.20396,19.18195,757.1476,53.20156,13.73417,3.360729,0.781531,0.011038,9.807287,0.729248,0.747893,2.206019,8.15962,-11.56394,22.17509,0.015196,1.655822,0.000231,105.1241,2.200383,9.674785,141.5156,-0.319085,11.94151,-2.505048,m
215.4494,253.2596,239.7785,225.3361,238.6815,261.0755,192.028,217.133,73.61555,326.2865,0.863156,237.4483,283.4947,333.1942,56.32957,-26.96544,3010.232,15.11307,-20.03895,-29.17791,0.816724,0.020182,-22.88472,0.782567,0.818444,2.348588,-19.56849,-44.7772,-14.77908,0.027426,2.550642,0.000752,169.6917,2.338578,27.94217,865.864,-0.416425,29.49298,-21.88551,f
220.1537,265.6814,229.5822,227.7873,241.0788,262.923,207.7631,216.2596,72.78006,358.6832,0.870943,209.2604,239.6502,315.9998,62.04556,-19.57192,3809.773,6.52424,-19.78782,-26.87998,0.870943,0.021002,-20.14122,0.78653,0.817833,2.363534,-15.74909,-45.24277,-12.56598,0.027811,1.873746,0.000773,205.4372,2.355159,26.9698,906.5682,-6.629703,30.10962,-23.98962,f
114.5228,143.4465,139.1039,121.9173,145.2785,160.5381,84.70882,136.8078,46.36215,176.3956,0.776227,104.2736,138.2095,177.6806,41.26016,0.419925,1666.829,18.26375,2.339858,-1.923995,0.776227,0.013544,2.557865,0.449726,0.711678,2.292158,2.569947,-13.93274,6.561707,0.017072,1.266533,0.000291,116.2538,2.280861,5.47964,524.5001,-6.373735,22.94338,-3.276492,m
103.7865,135.4939,125.0108,111.7332,125.4371,138.4674,78.34102,113.3868,32.67213,155.558,0.767359,136.8036,132.7507,158.0703,36.67524,-1.621956,977.0386,23.87268,2.796157,-3.911529,0.767359,0.014739,1.575053,0.678553,0.725457,2.280197,2.281244,-20.00185,10.18354,0.018855,1.085394,0.000355,103.4636,2.260212,9.001698,291.5749,-12.93564,17.10412,0.746248,m
200.3031,242.9272,214.4914,211.8902,217.5945,262.6264,186.6216,188.8721,55.47289,288.036,0.840359,214.2969,213.1477,291.8406,65.61102,-7.950679,4238.982,12.22252,-6.059514,-11.77453,0.840359,0.010403,-5.164015,0.719225,0.786646,2.315724,-9.636559,-26.80111,0.601638,0.013928,1.974922,0.000194,0,2.31286,32.89189,661.7461,2.320349,25.80532,-14.36996,f
164.5337,213.7868,209.9894,182.4097,196.8598,221.4999,124.7911,173.8946,63.10069,238.6538,0.832374,213.9085,240.0691,242.4664,59.13002,-7.729621,2674.12,11.19412,-6.675357,-13.15091,0.832374,0.009208,-7.094879,0.681898,0.756959,2.327148,-12.74168,-28.43036,0.809591,0.011862,2.06524,0.000141,111.4218,2.322001,17.93201,739.8421,4.302838,27.24331,-16.16901,f
124.5314,147.4352,136.9667,133.2902,138.1257,147.4048,111.6164,127.1555,41.96165,183.4852,0.812257,115.0823,121.8165,188.153,37.61187,5.901319,1384.657,26.83464,3.857499,-3.564615,0.812257,0.023084,3.545311,0.720134,0.759332,2.247814,-1.348509,-19.43448,10.6115,0.030385,1.078398,0.000923,112.6736,2.242561,13.75173,349.6151,-4.240304,18.69813,-6.619492,m
142.1354,169.0943,151.1319,138.641,157.1125,171.0938,115.1257,137.5177,86.38023,319.8571,0.797512,133.9156,151.5645,429.7727,68.12962,6.19552,4618.923,31.68149,0.517063,-8.642264,0.797512,0.018828,1.45038,0.732285,0.752149,2.195464,-4.160975,-22.01577,7.934785,0.024665,1.124702,0.000608,126.9396,2.195745,81.49207,728.7521,-18.86877,27.01588,-10.23876,m
180.0148,215.1495,185.1854,185.3685,180.7862,208.2958,141.4907,143.9809,55.59534,296.4824,0.842129,195.9075,152.6064,298.4401,57.65096,-12.94861,3238.568,15.24746,-13.3847,-24.96377,0.842129,0.014403,-12.60444,0.744637,0.784907,2.313106,-13.31273,-47.13734,-1.551471,0.020477,2.726674,0.000418,0,2.294784,34.86886,502.0638,1.373854,22.53846,-19.14276,f
187.4544,215.5152,203.2376,192.358,201.1497,223.3548,157.3008,185.4354,62.18043,277.6703,0.847419,230.1616,223.4677,281.8528,51.47883,-19.50141,2036.84,9.809668,-13.89575,-20.43248,0.847419,0.011177,-13.18403,0.771068,0.794308,2.315076,-20.16295,-40.47352,-7.374154,0.015333,3.310442,0.000235,0,2.310333,34.93275,507.5464,-6.632416,22.56881,-23.00547,f
109.8883,120.2395,114.4408,113.3975,114.86,120.7951,109.4091,111.1857,36.25299,148.4928,0.796873,98.24946,95.70848,152.7852,23.91714,-0.398001,526.5168,37.64577,-1.329764,-11.56234,0.796873,0.024558,-1.339306,0.745968,0.759525,2.265108,-6.707015,-35.21191,7.884484,0.033687,1.207756,0.001134,0,2.257023,8.188561,152.7949,-13.62876,12.40203,-11.96568,m
95.32119,106.1709,100.9096,102.1371,99.57433,105.8257,96.74512,96.09436,29.50952,133.8192,0.763176,78.01425,86.92764,137.8485,24.18889,7.427775,484.2352,35.49353,10.17882,1.663034,0.763176,0.03263,9.016685,0.714357,0.739649,2.163815,3.525806,-13.56942,18.58397,0.04744,1.083738,0.002246,0,2.171781,7.173146,149.3649,-9.419508,12.23054,-2.371465,m
